experiment,vmd_mean,vmd_sd,vmd_median,fpf_mean,fpf_sd,fpf_median,rf_mean,rf_sd,rf_median,efpf_mean,efpf_sd,efpf_median,vmd_A_median,vmd_B_median,vmd_C_median,vmd_D_median,vmd_F_median,fpf_A_median,fpf_B_median,fpf_C_median,fpf_D_median,fpf_F_median,rf_A_median,rf_B_median,rf_C_median,rf_D_median,rf_F_median,efpf_A_median,efpf_B_median,efpf_C_median,efpf_D_median,efpf_F_median
Ethanol25pcTrial1,267.7649036203801,238.65681566446492,292.86502075,0.01591300091913684,0.023940408248027713,0.00217622116208,0.07970232006708078,0.11278489720444458,0.020450768431373778,0.0038176767793024055,0.012464016236872098,0,NA,43.11338806,39.81079483,25.11891365,292.86502075,NA,0.05563525329343699,0.050411958284685005,0.0516505873389628,8.313969359736699e-4,NA,0.100163130862582,0.080130678005515,0.162004149053203,0.017334019578958,NA,0.032069626701997,0.027023367472005,0.02765789998695,0
