sizebin,volumepc,timestamp,mCS,dv50_bin,vmd,fpf,rf,efpf,sGrade
0.10000020,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
0.11659167,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
0.13593590,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
0.15848963,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
0.18478534,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
0.21544389,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
0.25118914,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
0.29286504,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
0.34145555,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
0.39810795,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
0.46415979,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
0.54117060,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
0.63095856,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
0.73564368,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
0.85769761,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
1.00000191,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
1.16591668,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
1.35935903,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
1.58489633,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
1.84785342,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
2.15443897,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
2.51189137,0,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
2.92865038,0.295633971691,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
3.41455555,1.09742891788,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
3.98107958,2.41763114929,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
4.64159775,4.21597957611,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
5.41170597,6.32317590714,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
6.30958605,8.44501304626,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
7.35643721,10.1829013824,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
8.57697582,11.165802002,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
10.00002003,11.1456632614,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
11.65916729,10.1020793915,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
13.59359074,8.263671875,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
15.84896278,6.04515790939,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
18.47853470,3.8999569416,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
21.54438972,2.176882267,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
25.11891365,1.02091646194,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
29.28650284,0.38539814949,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
34.14555740,0.114130496979,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
39.81079483,0.0359181649983,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
46.41598129,0.0331337787211,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
54.11705780,0.0565322190523,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
63.09585953,0.0756994485855,2023-03-10T20:48:32Z,10.558135237958888,31,10.00002003,0.08026673614970999,0.44143565952770997,0,F
