timestamp,sGrade,mCS,vmd,fpf,rf,efpf
2023-03-10T19:29:59Z,F,0.22156365453780832,398.10794067,0.088907717876127,0.15629972498862701,0.067785368226457
2023-03-10T19:30:00Z,B,185.49430380927777,292.86502075,0.090924960896419,0.194264191910719,0.065572898238893
2023-03-10T19:30:01Z,B,174.67143355475832,29.28650284,0.10098411746318799,0.216519154980688,0.073399769142273
2023-03-10T19:30:02Z,B,179.48355081351667,251.18913269,0.092879848256667,0.195326496139067,0.069693931713698
2023-03-10T19:30:03Z,B,166.46956549744723,398.10794067,0.08600815828888701,0.170213587842787,0.063350234217947
2023-03-10T19:30:04Z,B,166.58005269366112,398.10794067,0.096229283213646,0.183349066376846,0.072020568400636
2023-03-10T19:30:05Z,C,142.0945318010139,398.10794067,0.100849335715194,0.185784287974294,0.075824572518474
2023-03-10T19:30:06Z,B,152.6173396640111,464.15979004,0.080214826315652,0.152491053789852,0.059926245957612
2023-03-10T19:30:07Z,C,117.88386397891111,73.5643692,0.08537968896326101,0.188140287622761,0.061566980332141
2023-03-10T19:30:08Z,C,140.12743653195557,398.10794067,0.087410411760217,0.164144812747817,0.065915314927707
2023-03-10T19:30:09Z,B,189.7897239260278,341.45556641,0.089286741726103,0.178358078710703,0.066721001826223
2023-03-10T19:30:10Z,B,196.42111884222223,34.1455574,0.105246281325815,0.204311164319415,0.08194785878060501
2023-03-10T19:30:11Z,A,254.58262761438888,398.10794067,0.079720935374503,0.165478460341703,0.057247128486643
2023-03-10T19:30:12Z,B,167.02967686121946,464.15979004,0.080894694291052,0.137203565798762,0.06259051915257201
2023-03-10T19:30:13Z,B,163.56004609005834,398.10794067,0.08463004741815,0.16995366010805,0.06051009867338
2023-03-10T19:30:14Z,C,142.06455315491667,464.15979004,0.084057610668217,0.146369395889337,0.064139031060017
2023-03-10T19:30:15Z,B,204.04413180886112,541.17059326,0.07681003205475799,0.118588946387098,0.060572223290788
2023-03-10T19:30:16Z,D,71.19965044659445,464.15979004,0.09384976238013101,0.160700517594831,0.066151978373541
2023-03-10T19:30:17Z,C,103.50605403046944,46.41598129,0.12252398140732901,0.212390834167629,0.090416174903529
2023-03-10T19:30:18Z,B,158.45459789701667,398.10794067,0.127159459963449,0.217697153463849,0.095387922301909
