experiment,vmd_mean,vmd_sd,vmd_median,fpf_mean,fpf_sd,fpf_median,rf_mean,rf_sd,rf_median,efpf_mean,efpf_sd,efpf_median,vmd_A_median,vmd_B_median,vmd_C_median,vmd_D_median,vmd_F_median,fpf_A_median,fpf_B_median,fpf_C_median,fpf_D_median,fpf_F_median,rf_A_median,rf_B_median,rf_C_median,rf_D_median,rf_F_median,efpf_A_median,efpf_B_median,efpf_C_median,efpf_D_median,efpf_F_median
WaterTrial2,389.61223149236844,148.45870845092603,464.15979004,0.07967948945813035,0.018589077627147302,0.0807755226083215,0.1441423766094971,0.04119999106951869,0.143892016205998,0.058670609613649755,0.014542449972396853,0.059039645306763006,NA,464.15979004,398.10794067,464.15979004,215.44389343,NA,0.08458781279623899,0.08052977161015401,0.0770972880907545,0,NA,0.14355038512489102,0.14973704021422998,0.141292718444051,3.55003331788e-5,NA,0.061129346378161004,0.058449566233903,0.05615544496104549,0
