timestamp,sGrade,mCS,vmd,fpf,rf,efpf
2023-03-10T19:36:48Z,C,102.57334412465555,63.09585953,0.095230309739647,0.19611118771124703,0.066940366104237
2023-03-10T19:36:49Z,C,143.60010168287778,464.15979004,0.060439199246464,0.11657853130255401,0.045445915125304
2023-03-10T19:36:50Z,B,160.1853747897389,464.15979004,0.060781752876943006,0.124293439202013,0.043161391131593
2023-03-10T19:36:51Z,C,84.0504187478139,541.17059326,0.059971097894013,0.092629391737283,0.045907614566383
2023-03-10T19:36:55Z,C,140.82654804649445,464.15979004,0.08527146682143,0.13273920699955,0.06423048511147
2023-03-10T19:36:58Z,B,215.34067069155554,464.15979004,0.087199351675811,0.14355038512489102,0.06777169276029099
2023-03-10T19:36:59Z,C,149.5481938256972,39.81079483,0.08093196023258101,0.173303550370081,0.057729101218301
2023-03-10T19:37:00Z,C,127.37875058914445,398.10794067,0.070631498582652,0.132132136709922,0.051645006574692
2023-03-10T19:37:01Z,B,150.51557392546667,34.1455574,0.077473663985712,0.17614370316261202,0.050862087160362
2023-03-10T19:37:02Z,B,171.1371332804861,398.10794067,0.092390040420007,0.168792889379007,0.07077094849200699
2023-03-10T19:37:03Z,B,176.69087261624722,464.15979004,0.078893921710546,0.138988543488066,0.060535554178066005
2023-03-10T19:37:04Z,C,119.92415852018611,541.17059326,0.07686485987153499,0.116277288608285,0.062784366272365
2023-03-10T19:37:05Z,B,225.129184299,398.10794067,0.093218538723895,0.159600458107895,0.070995275340975
2023-03-10T19:37:06Z,B,189.00755225291667,398.10794067,0.079159728027865,0.153015740849065,0.056133472807685
2023-03-10T19:37:08Z,C,126.09559461805,541.17059326,0.08295528989283099,0.139081538729271,0.066548277847451
2023-03-10T19:37:09Z,B,181.98386404249723,464.15979004,0.06858081117269299,0.132217974811783,0.052683641985033
2023-03-10T19:37:11Z,C,103.87117078568333,464.15979004,0.067948915213356,0.12402768537404599,0.05030960351229599
2023-03-10T19:37:12Z,C,141.73463630678333,398.10794067,0.090680342838172,0.156469402238772,0.069879951998592
2023-03-10T19:37:13Z,B,185.27597342611668,398.10794067,0.079400877058504,0.140837471187154,0.059078943133364
2023-03-10T19:37:14Z,B,150.31563059490279,464.15979004,0.08874938555062199,0.144966246560212,0.069652447625992
2023-03-10T19:37:15Z,C,120.1089666155361,398.10794067,0.08157694660127801,0.157312306985178,0.059037368223078
2023-03-10T19:37:16Z,C,137.23376973470835,464.15979004,0.065276286192221,0.109817244000751,0.050705700404931005
