Date-Time	Sr[0]	Sr[1]	Sr[2]	Sr[3]	Sr[4]	Sr[5]	Sr[6]	Sr[7]	Sr[8]	Sr[9]	Sr[10]	Sr[11]	Sr[12]	Sr[13]	Sr[14]	Sr[15]	Sr[16]	Sr[17]	Sr[18]	Sr[19]	Sr[20]	Sr[21]	Sr[22]	Sr[23]	Sr[24]	Sr[25]	Sr[26]	Sr[27]	Sr[28]	Sr[29]	Sr[30]	Sr[31]	Sr[32]	Sr[33]	Sr[34]	Sr[35]	Sr[36]	Sr[M]
Mar 10 2023 19:07:06	20248.625	503.605499268	558.017883301	342.778900146	397.193695068	271.013031006	272.917114258	195.746231079	203.886810303	181.529708862	199.036132813	198.952545166	207.155349731	216.640045166	232.38923645	253.594894409	276.707702637	299.557281494	313.156219482	331.123138428	333.494232178	335.066436768	322.114532471	301.72354126	268.936706543	232.491775513	192.499237061	163.233505249	138.180328369	121.868247986	110.397323608	107.40007782	104.646102905	108.382270813	108.901359558	106.962905884	103.928031921	974.710632324
Mar 10 2023 19:07:07	19452.2285156	397.293579102	423.971832275	287.096740723	338.33303833	237.427749634	245.634475708	183.260467529	193.19682312	175.356704712	195.954376221	198.49760437	211.152114868	228.155014038	246.670471191	273.403778076	300.550415039	327.672576904	347.775512695	369.514312744	374.995605469	378.828918457	364.899902344	341.876647949	304.92980957	261.709899902	216.156906128	182.192657471	153.782348633	135.672821045	123.157051086	119.848091125	116.431991577	120.347335815	119.301193237	116.290344238	111.111755371	974.699951172
Mar 10 2023 19:07:08	18729.8222656	536.677978516	607.858825684	361.174224854	412.774414063	280.607727051	285.199127197	203.696350098	211.115142822	187.489486694	206.325027466	206.796936035	217.517333984	230.612838745	249.886276245	274.541290283	302.064788818	328.462463379	348.912261963	369.351470947	375.673339844	377.275878906	361.437072754	335.260375977	296.573547363	252.884185791	209.89414978	179.16444397	154.665283203	139.287719727	129.602020264	128.463562012	126.963821411	132.45703125	132.297424316	129.370513916	123.815994263	974.689453125
Mar 10 2023 19:07:09	20321.5625	400.240875244	440.245605469	298.268188477	350.007293701	250.624435425	256.107116699	186.636978149	194.03805542	172.980819702	191.03767395	192.202606201	199.510131836	211.538742065	225.670700073	248.46446228	270.795684814	292.950744629	307.982269287	323.903686523	325.670043945	325.358856201	310.083770752	287.259490967	254.709197998	218.640853882	181.929473877	155.672851563	134.00970459	120.684005737	112.402076721	111.514854431	110.146911621	114.669296265	114.012496948	110.773986816	105.012245178	974.680053711
Mar 10 2023 19:07:10	21982.2773438	307.033874512	333.443756104	254.020599365	292.926147461	223.355804443	223.76789856	167.967605591	172.929260254	156.359298706	170.816772461	171.473052979	178.899765015	189.089752197	201.429367065	221.437667847	239.97958374	260.59588623	272.765655518	287.271759033	289.588012695	290.144195557	278.119445801	259.873748779	231.56072998	199.371124268	164.57510376	139.299362183	117.44127655	103.765563965	94.1435165405	91.7676544189	89.0682220459	91.8903121948	90.2447280884	87.1545791626	82.1757125854	974.680480957
Mar 10 2023 19:07:11	26575.7929688	240.686920166	292.108001709	234.169418335	291.008758545	204.90411377	211.720596313	139.731674194	141.138671875	110.586723328	117.112937927	104.558670044	96.1972503662	88.5699539185	82.396987915	85.2429199219	85.9385147095	89.2040100098	87.827583313	92.7079315186	89.1725082397	89.6941223145	84.4019165039	81.5783233643	72.2157897949	64.8248214722	52.516292572	45.5560646057	37.6273117065	33.4221534729	29.5577907562	28.9183864594	27.3607692719	28.2434558868	26.7708873749	25.2421779633	23.2068595886	974.657226563
Mar 10 2023 19:07:12	28107.0390625	242.848510742	299.603637695	239.585205078	305.16986084	213.683013916	217.051452637	135.671676636	135.630783081	100.87260437	105.279258728	87.8467102051	72.7437667847	59.2094497681	46.5283279419	43.6186408997	37.573009491	35.9843254089	30.0820388794	31.6054954529	26.1259708405	26.0144329071	21.3489971161	21.4827861786	16.85546875	16.7493839264	11.9241714478	11.3921451569	8.46800136566	7.50520277023	5.61741685867	5.32473802567	4.18686437607	4.3005361557	3.19413852692	2.43989062309	2.08631134033	974.648803711
Mar 10 2023 19:07:13	28132.4667969	243.787597656	301.402252197	240.449310303	307.001983643	215.830368042	219.34753418	137.85244751	138.093154907	103.162857056	107.852279663	91.051109314	76.4402999878	63.2356338501	50.9999923706	48.3751029968	42.2326164246	40.1371574402	33.4401283264	33.6465759277	26.506269455	25.1802158356	19.7205429077	19.8751907349	15.1631317139	15.0593948364	10.4368162155	10.1250085831	7.44862794876	6.66573572159	4.95000267029	4.70927381516	3.63401055336	3.70671582222	2.64778923988	1.86984193325	1.57455289364	974.644775391
Mar 10 2023 19:07:14	28228.8769531	244.5050354	299.003295898	240.096603394	303.811462402	214.866867065	216.549606323	135.108978271	134.004226685	98.8492889404	102.420272827	84.580329895	68.638130188	54.6726150513	41.1343612671	37.6227912903	30.7029972076	28.3717060089	21.9268398285	22.9077587128	17.1245441437	16.9639282227	12.211098671	12.7331676483	8.8412065506	10.1202297211	6.71918392181	7.41944074631	5.4472193718	5.2103061676	3.79928350449	3.77706718445	2.82696938515	2.93959617615	1.91099369526	1.14233338833	0.821795523167	974.63293457
Mar 10 2023 19:07:15	26335.3632813	334.860473633	377.918121338	274.101593018	333.679046631	232.434707642	233.833602905	160.493850708	159.280914307	129.816360474	136.998840332	126.968063354	119.547813416	114.657089233	110.914901733	114.740753174	115.371498108	115.232780457	107.960586548	102.85369873	87.7205352783	78.5755996704	68.1016311646	65.9389343262	58.8554611206	52.6271629333	42.3419952393	37.684425354	32.2686882019	30.3032093048	28.3832473755	29.1747207642	28.9278430939	30.8386726379	30.1457195282	28.8564014435	27.1330032349	974.631164551
Mar 10 2023 19:07:16	28130.6523438	247.055511475	303.177764893	242.565551758	307.3253479	218.912536621	221.259658813	142.149627686	141.474975586	107.862533569	112.654373169	97.4997558594	83.2165756226	71.6627502441	60.1845207214	58.3144645691	52.5480117798	50.1585922241	42.3010787964	40.1086349487	29.7194900513	24.9852390289	17.4783859253	17.161611557	13.22240448	13.3154067993	8.9022321701	9.08914089203	6.66669511795	6.1989531517	4.63755273819	4.54837751389	3.55396699905	3.6848256588	2.66510510445	1.92285954952	1.62641406059	974.633361816
