Date-Time	Sc[0]	Sc[1]	Sc[2]	Sc[3]	Sc[4]	Sc[5]	Sc[6]	Sc[7]	Sc[8]	Sc[9]	Sc[10]	Sc[11]	Sc[12]	Sc[13]	Sc[14]	Sc[15]	Sc[16]	Sc[17]	Sc[18]	Sc[19]	Sc[20]	Sc[21]	Sc[22]	Sc[23]	Sc[24]	Sc[25]	Sc[26]	Sc[27]	Sc[28]	Sc[29]	Sc[30]	Sc[31]	Sc[32]	Sc[33]	Sc[34]	Sc[35]	Sc[36]	Sc[M]
Mar 10 2023 19:41:21	28169.9726563	1.45643174648	1.50833594799	1.68102061749	2.36599969864	1.58713102341	1.77558863163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970.58795166
Mar 10 2023 19:41:22	25924.6328125	233.576812744	190.758590698	135.093765259	99.5563659668	75.8057861328	62.7108688354	53.6788139343	52.6443481445	52.7558174133	57.0081558228	61.0555610657	66.8000106812	71.9836044312	79.5311508179	86.3919448853	92.9646682739	96.298500061	98.1432495117	97.1487579346	92.7091445923	86.1332550049	77.959602356	68.8568115234	59.267490387	49.4439125061	41.1591186523	35.5860099792	31.7836894989	29.7412605286	29.0030670166	29.6358356476	30.1806488037	31.9473323822	32.6389427185	32.268901825	31.3080501556	0
Mar 10 2023 19:41:23	23656.7714844	502.814971924	383.789581299	262.860351563	184.109329224	132.632614136	105.669876099	89.0601348877	80.6334762573	78.8097229004	82.4651260376	88.5747756958	98.8662185669	111.222824097	125.120391846	138.382202148	151.263717651	159.9559021	163.56817627	162.69934082	155.754074097	145.992126465	132.991455078	118.905975342	104.000541687	88.477432251	75.0254592896	65.8603820801	59.6631889343	56.5029792786	55.6422615051	57.6049346924	58.9510421753	63.0412521362	64.1824951172	63.8216514587	61.8090133667	0
Mar 10 2023 19:41:24	28029.2324219	17.5376014709	12.5915279388	8.2043390274	5.45250368118	4.13766479492	3.86981868744	3.35765266418	3.63523817062	3.9620988369	4.49284791946	4.75671815872	5.35108804703	5.82335519791	6.57388019562	7.24716281891	7.92530012131	8.54853725433	8.98751163483	9.09846019745	8.70556354523	7.99795722961	6.96186876297	5.86623716354	4.9470000267	4.22667551041	3.59423589706	3.17081785202	2.79722905159	2.56092071533	2.45176434517	2.41992521286	2.29278326035	2.30232453346	2.18652534485	2.07005262375	1.87916874886	0
Mar 10 2023 19:41:25	27153.3886719	133.687789917	109.479003906	79.840385437	58.7959518433	40.4732437134	30.0775928497	22.6946487427	19.6834106445	18.0833377838	18.4130573273	18.2087955475	18.9965343475	20.0577545166	21.7232456207	23.4165096283	25.2324295044	26.5015792847	27.3256721497	27.2805252075	26.462141037	25.3478775024	23.8555431366	22.0791568756	20.0325927734	17.6212615967	15.4983720779	14.0808296204	13.2332487106	12.9188213348	13.0737285614	13.7214326859	14.2762241364	15.2500953674	15.5734920502	15.3229627609	14.7593765259	0
Mar 10 2023 19:41:26	26811.8125	192.83505249	151.098892212	101.845367432	72.2498321533	54.5503120422	42.8792533875	34.219417572	30.9272060394	30.2021141052	31.7468090057	33.1163864136	35.3138580322	38.2023506165	41.4328956604	44.643825531	47.3947410583	48.9099998474	49.2107009888	47.5565948486	44.5334014893	40.9052581787	37.1360206604	33.3310775757	29.4325523376	25.1509799957	21.6458702087	19.3783950806	17.98853302	17.4394512177	17.5700054169	18.329536438	19.0397205353	20.2658538818	20.8106842041	20.4399204254	19.6940631866	0
Mar 10 2023 19:41:27	25613.1152344	482.269348145	379.941711426	263.121398926	188.855819702	128.240982056	92.7100143433	68.1048583984	57.3969039917	51.0583877563	49.7987251282	48.3133850098	48.9357833862	49.5872001648	52.0504646301	54.324016571	57.4022254944	58.3603057861	59.289894104	58.0343818665	55.3510398865	51.9392166138	48.1307411194	44.0509490967	39.7428817749	35.2017669678	31.5243835449	29.5379104614	28.5150737762	28.6522350311	29.6858386993	31.7048950195	33.3996658325	36.0783843994	37.250957489	36.9460525513	36.0106048584	0
Mar 10 2023 19:41:28	25025.5292969	383.982849121	300.52746582	210.609024048	156.096038818	114.994316101	90.6885604858	72.217086792	65.1185836792	61.9976577759	64.0124740601	65.6716003418	69.7409820557	74.5237045288	80.8812103271	86.4301757813	91.8151931763	93.8448638916	93.858039856	90.3084182739	83.9112472534	76.8448410034	69.74559021	63.1581802368	56.5166511536	49.3702659607	43.4661140442	39.6637916565	37.5285301208	36.9109802246	37.6422233582	39.8656921387	41.7629051208	44.9717178345	46.4878387451	46.2225151062	45.0512542725	0
Mar 10 2023 19:41:29	15428.2578125	1770.33728027	1337.91040039	892.309875488	627.410400391	448.761169434	335.453918457	247.716186523	202.09236145	171.547836304	159.557495117	148.005081177	144.454452515	145.609298706	153.263946533	161.340377808	171.566253662	176.633651733	181.38899231	179.392272949	173.891647339	166.870040894	159.141677856	150.214370728	139.917770386	128.205673218	119.756774902	116.215942383	116.958755493	121.885398865	129.031066895	139.796813965	147.19178772	158.143859863	162.768981934	161.86907959	157.702789307	0
Mar 10 2023 19:41:30	21772.6464844	481.927520752	387.651916504	274.895629883	204.813735962	149.77923584	118.409721375	94.3028411865	87.2161331177	85.3950653076	89.5050125122	93.7851715088	102.194038391	112.216590881	125.12449646	138.766448975	152.850738525	167.173706055	178.20993042	186.24647522	189.071640015	188.505966187	181.491958618	168.738418579	150.683929443	129.372009277	109.880615234	97.4146957397	89.5485992432	86.7245178223	86.203086853	89.221244812	90.9342346191	94.3168182373	95.7163696289	92.4372406006	88.2591247559	0
Mar 10 2023 19:41:31	25335.1328125	287.786407471	227.378677368	157.165481567	112.743385315	86.3120727539	71.1398162842	58.4899787903	54.3785438538	53.7311134338	57.3157424927	60.5338630676	65.7148284912	71.8264846802	78.9716796875	86.0401382446	93.1211166382	98.4236679077	101.763221741	102.982803345	101.536270142	98.8990249634	94.4838943481	87.8201293945	78.6613845825	67.2952575684	56.3023796082	48.2839813232	42.8521499634	39.6951332092	38.2263336182	38.5254440308	38.8261222839	40.155708313	40.8680648804	39.7398223877	38.4473800659	0
Mar 10 2023 19:41:32	26135.7421875	140.6302948	113.187667847	81.6773834229	61.7983207703	48.316078186	42.5561103821	39.3268432617	41.0398826599	45.0242080688	51.1873931885	57.0014533997	63.8713378906	71.4963607788	79.965133667	88.5674667358	96.9185638428	103.257423401	106.324958801	106.753067017	103.237998962	98.0148468018	90.3186264038	81.5264282227	71.6339950562	60.2240219116	49.5645332336	41.2863388062	35.4133415222	31.6035919189	29.4496612549	28.8215255737	28.264497757	28.7598628998	28.8372135162	27.9420185089	26.751001358	0
Mar 10 2023 19:41:33	23899.7089844	398.560150146	319.355621338	229.602294922	174.387512207	130.860916138	105.37071991	85.52293396	81.2523422241	80.5105438232	86.2776412964	91.6403503418	100.35811615	109.211090088	121.233398438	131.600189209	143.649185181	152.457092285	159.976364136	165.131393433	165.63092041	162.354309082	155.184112549	143.483337402	127.534080505	107.972305298	89.0567245483	74.7348709106	64.5330581665	58.3100357056	55.0222244263	54.8687934875	54.9692077637	57.3651924133	58.5602836609	57.7008934021	56.2876815796	0
Mar 10 2023 19:41:34	24851.8867188	281.335266113	227.120819092	163.884292603	125.124908447	96.1121520996	79.1893463135	67.7246246338	65.3051071167	66.6420669556	71.7321014404	77.7724685669	85.4030303955	94.1280899048	104.283592224	114.182937622	123.635643005	130.469619751	133.993148804	133.315460205	128.299987793	120.799430847	111.230209351	100.218002319	87.9804000854	74.4011001587	62.4537506104	54.0153388977	48.266494751	44.9121818542	43.5970916748	44.3362121582	45.0444335938	47.3440589905	48.0769958496	47.2869033813	45.5729370117	0
Mar 10 2023 19:41:35	25397.3984375	400.138793945	307.507080078	206.33430481	146.485397339	107.857551575	84.4904327393	65.7704849243	58.7653007507	56.0638694763	58.2495536804	59.8762321472	63.3346633911	67.3910217285	73.289390564	79.0713424683	85.1119918823	89.1143035889	91.6271209717	91.5820465088	88.6156616211	84.123840332	77.8778076172	70.2927398682	61.8143386841	52.5526885986	44.6734390259	39.2142372131	35.5650482178	33.7713928223	33.365322113	34.4593276978	35.5021362305	37.8386573792	38.9484405518	38.6555099487	37.7882995605	0
Mar 10 2023 19:41:36	23122.9492188	525.900024414	401.481872559	275.378540039	200.28237915	150.114334106	121.495613098	100.907905579	94.1301193237	92.9667205811	98.2069473267	104.4842453	114.798095703	127.279937744	141.406509399	155.877319336	170.520446777	181.901428223	189.644210815	192.891113281	190.095352173	183.513061523	171.607177734	155.929489136	137.378768921	116.582214355	97.6057434082	83.3557891846	73.0525665283	66.9919204712	64.1283187866	64.5772094727	65.1627349854	68.5664901733	70.1016387939	69.3190917969	67.5499191284	0
Mar 10 2023 19:41:37	25531.9570313	205.426055908	169.53352356	119.586975098	88.3719863892	67.1409606934	56.1967315674	48.299987793	46.9552574158	47.2188644409	51.1775894165	55.2625160217	62.4477844238	70.1709976196	78.9540939331	87.4993438721	96.1291809082	103.183403015	108.57660675	111.166244507	111.089820862	107.967170715	101.299217224	91.6489639282	80.0063018799	67.0997924805	56.0199127197	48.060546875	42.4655303955	38.9707221985	37.356716156	37.3162689209	37.5459747314	38.6507225037	38.9976196289	37.5844612122	35.7087974548	0
