Date-Time	Sc[0]	Sc[1]	Sc[2]	Sc[3]	Sc[4]	Sc[5]	Sc[6]	Sc[7]	Sc[8]	Sc[9]	Sc[10]	Sc[11]	Sc[12]	Sc[13]	Sc[14]	Sc[15]	Sc[16]	Sc[17]	Sc[18]	Sc[19]	Sc[20]	Sc[21]	Sc[22]	Sc[23]	Sc[24]	Sc[25]	Sc[26]	Sc[27]	Sc[28]	Sc[29]	Sc[30]	Sc[31]	Sc[32]	Sc[33]	Sc[34]	Sc[35]	Sc[36]	Sc[M]
Mar 10 2023 19:54:37	25189.8144531	42.5236206055	35.4718551636	27.0019664764	21.3701038361	24.3556938171	27.9466362	35.9311294556	44.5340881348	55.2798957825	65.8396606445	78.9519805908	92.4875640869	108.762619019	126.032585144	146.328460693	167.134292603	189.393066406	210.995574951	229.373428345	241.613357544	245.71661377	239.219100952	220.22895813	192.817642212	157.806549072	122.611404419	93.8393478394	71.7617492676	55.4291610718	44.2431297302	37.9920806885	33.7757568359	33.0094108582	32.53723526	32.4847869873	32.1504669189	0
Mar 10 2023 19:54:38	26645.7851563	65.2075119019	47.881313324	31.7837467194	24.3502883911	23.6050205231	22.7667064667	24.899017334	28.5030555725	34.4451751709	39.9765968323	46.9739532471	53.7759742737	62.5486297607	71.8782348633	82.7730407715	93.561126709	104.515228271	114.805625916	122.498443604	126.196556091	125.282081604	118.820487976	106.804344177	91.9432373047	74.1433486938	57.6285896301	44.6494903564	35.212562561	28.0561618805	23.3958091736	20.7211799622	19.0729007721	18.8182029724	18.9539909363	18.8739376068	18.9172325134	0
Mar 10 2023 19:54:39	23451.1640625	179.560775757	138.110290527	102.523658752	84.5257797241	76.2041473389	73.376701355	77.2392044067	85.6392288208	98.4626617432	114.9426651	134.565032959	155.416641235	179.015945435	206.797866821	237.320556641	269.189880371	299.743743896	326.871398926	347.119903564	355.411376953	350.995269775	329.930786133	294.668457031	251.612884521	201.970199585	156.119049072	121.040344238	95.1731872559	76.2088394165	63.0149078369	55.8074455261	50.8679389954	50.4017295837	50.7114906311	50.7268867493	50.5481796265	0
Mar 10 2023 19:54:40	22250.8183594	171.481262207	147.653900146	116.419204712	99.4577178955	92.5178833008	90.8172149658	91.596206665	101.847732544	115.802947998	134.876113892	154.603775024	177.884353638	203.799407959	234.707382202	267.451324463	301.810791016	334.736358643	363.787139893	384.373687744	392.399871826	385.118225098	360.182617188	320.360626221	273.112609863	219.421630859	170.415222168	134.081451416	107.794616699	88.2278213501	75.0079727173	68.0682296753	63.6130180359	64.1495132446	65.4320831299	65.822517395	66.0487976074	0
Mar 10 2023 19:54:41	22734.4667969	144.207229614	118.54019165	88.8786315918	75.0189361572	71.4134521484	71.5492706299	76.3381576538	87.459854126	101.870834351	118.626296997	137.961929321	160.361465454	186.144836426	215.82661438	247.457824707	281.333526611	314.367004395	343.777984619	366.36416626	375.810424805	373.427825928	352.21270752	316.463684082	272.175537109	221.193695068	172.93031311	135.817169189	107.686065674	86.910697937	72.5137634277	64.7858276367	59.4060516357	59.4724273682	59.7620658875	60.0281066895	59.9140090942	0
Mar 10 2023 19:54:42	21730.9824219	190.702362061	153.772918701	110.153617859	89.0041122437	79.7041397095	77.373085022	79.510017395	90.3800811768	103.641357422	120.890007019	139.776519775	161.003921509	186.265289307	215.446151733	247.615951538	282.77331543	318.735015869	351.350128174	380.491516113	398.884277344	405.880157471	393.254302979	364.018981934	321.628112793	267.860412598	212.148071289	166.424133301	129.960861206	103.604766846	84.6825256348	74.2209014893	66.7363891602	66.3746566772	67.1041717529	68.1445999146	69.3652572632	0
Mar 10 2023 19:54:43	21888.1777344	264.462585449	210.024719238	153.318618774	123.324455261	105.167709351	98.4195251465	96.9566421509	104.146018982	115.618255615	133.077941895	151.621551514	174.339614868	201.727645874	233.72644043	267.726348877	305.443267822	340.157104492	372.797790527	399.708984375	414.518371582	415.217285156	396.90246582	362.052307129	316.100158691	258.897674561	202.552963257	157.440933228	123.69808197	98.8715896606	81.5675354004	72.1787109375	65.7453918457	65.3066558838	65.86693573	66.1649093628	66.0718383789	0
Mar 10 2023 19:54:44	24890.46875	212.514755249	166.566589355	116.057228088	86.7393951416	71.216835022	62.8109703064	57.9457206726	58.3540840149	63.1172142029	70.770980835	79.9186859131	90.5956115723	104.248855591	119.8227005	137.073684692	156.186553955	175.600982666	193.735092163	208.835922241	218.220733643	219.628723145	211.163650513	193.073165894	168.323898315	137.651473999	107.971214294	84.6531066895	67.5669784546	54.8935394287	46.2216835022	41.6982727051	38.7160186768	38.9000320435	39.2468833923	39.2270889282	38.9793434143	0
Mar 10 2023 19:54:45	20642.8203125	201.726348877	166.493850708	121.382369995	94.9820785522	84.2259063721	84.1480178833	88.3922653198	98.5917739868	112.14516449	130.301345825	151.275039673	176.689834595	204.125228882	236.371063232	270.328887939	307.764770508	342.409332275	374.216888428	402.258880615	419.850494385	427.215789795	417.879364014	390.852722168	349.521453857	292.988098145	233.498474121	182.874694824	143.39213562	114.484657288	94.4978637695	83.4228363037	75.9429855347	75.3640975952	76.3904953003	77.1762542725	78.1435394287	0
Mar 10 2023 19:54:46	19406.8203125	304.422393799	243.069519043	176.0181427	141.578674316	125.818832397	122.882537842	124.681503296	138.216247559	154.695068359	178.28578186	205.159210205	237.498977661	271.666442871	312.780944824	357.455566406	407.293670654	451.579071045	490.822265625	522.449829102	537.971252441	536.083557129	510.721160889	467.076568604	409.200042725	338.345733643	266.076782227	208.10824585	162.475234985	129.679962158	106.293365479	93.8818740845	85.2414398193	85.5068206787	87.572593689	89.4942245483	91.5311508179	0
