Date-Time	Sc[0]	Sc[1]	Sc[2]	Sc[3]	Sc[4]	Sc[5]	Sc[6]	Sc[7]	Sc[8]	Sc[9]	Sc[10]	Sc[11]	Sc[12]	Sc[13]	Sc[14]	Sc[15]	Sc[16]	Sc[17]	Sc[18]	Sc[19]	Sc[20]	Sc[21]	Sc[22]	Sc[23]	Sc[24]	Sc[25]	Sc[26]	Sc[27]	Sc[28]	Sc[29]	Sc[30]	Sc[31]	Sc[32]	Sc[33]	Sc[34]	Sc[35]	Sc[36]	Sc[M]
Feb 22 2023 18:03:26	24699.5761719	300.57611084	362.969421387	164.340148926	194.018920898	106.848358154	107.995941162	71.2367553711	70.640296936	57.8849258423	61.9424514771	55.1319656372	56.953742981	54.4102287292	58.0592460632	59.1666946411	64.0973510742	67.8269348145	70.3765716553	72.0958251953	71.2357940674	70.9350128174	69.2457046509	68.224281311	65.5102920532	60.2901382446	53.3026390076	47.9821472168	44.7060012817	44.7972335815	45.6868934631	49.0035972595	51.1680870056	56.1827545166	57.0880012512	57.0838851929	55.0424423218	979.318603516
Feb 22 2023 18:03:27	24157.7265625	873.95880127	666.605834961	375.637542725	314.586364746	189.654434204	164.024276733	108.488479614	88.8400039673	63.4337387085	51.3111877441	41.9622421265	42.580291748	42.7211875916	45.0461158752	47.4914894104	51.0757637024	51.475769043	55.2766952515	54.3857192993	53.8318786621	52.0762863159	50.6729545593	50.3524513245	50.4269218445	48.9229888916	46.5571060181	45.1918983459	44.9487953186	47.5322113037	50.5583000183	56.337562561	59.9069976807	67.7823410034	68.4310150146	69.4248886108	67.0002212524	979.368041992
Feb 22 2023 18:03:28	27889.4765625	71.7909851074	47.060546875	19.3850402832	9.4931640625	9.64694213867	4.70495605469	4.82302856445	2.7419128418	2.90879058838	0.652778625488	0.980018615723	0.431838989258	1.63510513306	1.7737197876	2.42440414429	2.66859054565	2.90647888184	3.17890930176	3.42746543884	3.47783470154	3.65088558197	3.59538269043	3.72992420197	3.70351409912	3.52084445953	3.38196516037	3.11977767944	3.08336448669	3.12753820419	3.32695960999	3.68151664734	3.91529607773	4.63212537766	4.53364658356	4.84700775146	4.6511182785	979.37310791
Feb 22 2023 18:03:29	24850.6113281	628.760131836	451.211334229	230.272460938	176.543823242	121.041381836	111.12437439	84.1747894287	70.2437515259	48.6218643188	35.5965042114	25.732963562	25.0505142212	24.3407745361	25.1238670349	26.4680862427	29.4573116302	29.0600624084	32.8199310303	31.4671115875	31.6299438477	30.8642082214	30.7809486389	31.2188720703	32.1951599121	31.8150959015	31.7754535675	31.8748817444	33.2772140503	36.1286010742	39.5669555664	44.6796569824	48.2616348267	54.9793167114	55.9656219482	56.9898147583	55.2064476013	979.405273438
Feb 22 2023 18:03:30	23676.7207031	786.444702148	748.65222168	376.318725586	369.050201416	209.118606567	202.159713745	123.115478516	114.745094299	84.0059661865	83.5704040527	67.8968582153	66.603225708	59.8235054016	59.8890113831	57.8547058105	59.9084396362	57.6870536804	60.4903640747	57.0295562744	54.0943984985	50.5980186462	48.2116928101	47.8149490356	48.0198822021	46.5379829407	44.9996109009	44.3514633179	45.3696212769	48.8155021667	53.0826454163	59.2777023315	64.1393661499	72.1197738647	74.6397857666	75.6942443848	73.9066390991	979.431884766
Feb 22 2023 18:03:31	21829.7988281	956.372924805	759.333312988	532.477783203	390.064910889	282.058380127	217.919555664	159.878921509	127.855949402	107.059402466	96.8675918579	85.3930130005	82.1734695435	79.8320388794	81.0370407104	81.4035644531	83.1190948486	81.7611083984	83.879119873	80.6147918701	76.8619003296	71.5589904785	67.9362411499	66.3436889648	65.8466339111	63.8043479919	60.9946708679	59.9900894165	61.0319900513	65.1859588623	70.403793335	77.9471588135	83.8470687866	92.617980957	95.7331161499	95.7855911255	93.1516571045	0
Feb 22 2023 18:03:32	21730.6386719	1113.65454102	844.956848145	599.686462402	441.973175049	310.687530518	227.781677246	164.684661865	129.014953613	106.000991821	95.9642333984	85.039024353	80.0900344849	76.7206573486	76.9801635742	77.4005889893	80.1130142212	80.3380661011	80.7685546875	79.6920776367	75.2637023926	71.4661178589	68.0626068115	67.3946304321	67.2330322266	65.4134292603	63.0588607788	62.3844299316	63.9795646667	68.9032592773	74.6662826538	83.6143341064	90.2955093384	101.668258667	104.464950562	105.734741211	102.712997437	0
Feb 22 2023 18:03:33	20666.328125	1041.91247559	765.719421387	513.871520996	362.047729492	261.187469482	199.640945435	154.012130737	129.334396362	112.761047363	106.787315369	102.591461182	104.945365906	107.222930908	113.765419006	118.929840088	126.458854675	128.478347778	127.304153442	123.430809021	113.725090027	104.523269653	96.6752471924	93.242225647	91.1117477417	85.8209915161	79.7048187256	75.9785079956	75.534286499	79.1592178345	84.1379013062	92.4361724854	98.5359573364	109.75100708	113.445823669	115.393547058	113.373153687	0
Feb 22 2023 18:03:34	21129.7324219	1042.62475586	796.063903809	560.506591797	410.076049805	288.212677002	215.90335083	165.158676147	134.258071899	112.614196777	104.665412903	98.3311462402	98.9865875244	100.26815033	105.414382935	110.257484436	117.107589722	119.885490417	120.661148071	117.639755249	110.389907837	102.742019653	97.0502853394	94.230506897	92.8112716675	87.521774292	81.4547729492	77.0253601074	76.4231338501	79.4283599854	84.7606430054	92.3648529053	99.197479248	108.5051651	113.125289917	112.719696045	110.025787354	0
Feb 22 2023 18:03:35	21789.8730469	1113.94238281	852.170166016	595.854370117	431.692443848	307.074279785	230.345306396	172.337387085	137.606292725	113.057495117	103.0182724	93.9674301147	90.2561416626	87.9317474365	90.2224273682	92.8038406372	97.9573669434	99.4990615845	103.366477966	102.185409546	99.45652771	94.4246368408	90.2521057129	87.3136978149	85.837852478	81.1068572998	75.2552337646	70.5752105713	69.2555618286	71.7196731567	76.0117874146	82.8958206177	88.5117492676	97.3259963989	100.323539734	100.236724854	97.5232696533	0
