Date-Time	Sr[0]	Sr[1]	Sr[2]	Sr[3]	Sr[4]	Sr[5]	Sr[6]	Sr[7]	Sr[8]	Sr[9]	Sr[10]	Sr[11]	Sr[12]	Sr[13]	Sr[14]	Sr[15]	Sr[16]	Sr[17]	Sr[18]	Sr[19]	Sr[20]	Sr[21]	Sr[22]	Sr[23]	Sr[24]	Sr[25]	Sr[26]	Sr[27]	Sr[28]	Sr[29]	Sr[30]	Sr[31]	Sr[32]	Sr[33]	Sr[34]	Sr[35]	Sr[36]	Sr[M]
Feb 22 2023 18:03:54	17841.296875	1485.46350098	1651.19348145	832.613891602	876.072509766	494.190765381	467.591339111	298.256774902	274.309753418	211.350204468	216.538757324	186.593139648	175.152633667	160.52255249	158.885940552	155.991714478	159.013458252	156.06741333	152.838928223	147.168624878	133.092437744	124.259742737	114.633293152	114.693519592	112.513755798	111.803421021	105.854904175	107.183792114	108.486778259	117.795310974	126.268608093	142.02204895	152.458099365	170.114395142	175.793426514	175.54800415	170.946929932	979.873901367
Feb 22 2023 18:03:55	17299.0273438	1009.0982666	1033.17724609	601.13293457	607.491455078	375.815765381	340.38760376	239.390045166	219.290359497	181.360336304	188.27545166	169.17791748	161.487792969	153.5287323	155.399047852	156.65687561	162.87260437	165.580123901	161.397323608	159.976104736	146.044967651	138.548156738	128.59777832	128.452880859	126.197227478	124.239814758	117.979225159	118.981628418	120.953620911	130.116226196	138.98085022	153.985549927	163.641204834	179.4402771	181.50769043	178.454376221	170.500579834	979.857055664
Feb 22 2023 18:03:56	16309.6386719	1104.30456543	1035.7935791	620.939758301	617.108276367	383.738647461	345.221405029	241.692245483	217.734024048	178.975418091	184.549438477	165.886276245	156.48979187	148.557449341	149.318832397	149.482681274	154.873138428	156.002731323	152.700241089	153.184402466	142.252761841	137.316390991	129.973114014	131.018447876	129.18838501	127.8748703	122.927024841	125.380630493	128.838180542	139.754776001	149.977722168	166.634811401	177.208374023	194.437240601	196.487121582	193.212585449	184.317230225	979.873474121
Feb 22 2023 18:03:57	18121.6035156	857.786132813	910.362121582	538.21661377	553.150085449	334.432006836	310.871734619	218.470428467	201.287963867	164.829589844	170.554214478	153.808197021	147.912796021	141.183517456	142.319641113	143.527374268	148.358428955	148.76020813	147.572647095	144.386322021	134.085281372	128.003707886	120.652038574	120.768234253	118.448265076	116.609161377	111.48500061	113.011352539	115.813224792	125.056755066	134.2472229	148.87878418	158.733764648	173.877471924	176.531143188	173.239074707	165.204208374	979.901733398
Feb 22 2023 18:03:58	19478.3515625	1015.2633667	1021.48602295	602.484069824	599.237731934	376.670715332	335.631011963	237.651901245	213.872665405	174.365753174	179.490570068	157.297210693	147.514160156	137.294540405	135.158187866	134.283905029	137.249786377	138.647064209	136.221786499	137.795928955	128.746109009	125.648513794	118.465110779	118.349449158	114.509002686	111.037353516	103.667938232	102.838851929	103.234855652	110.33996582	117.4009552	130.478866577	139.089157104	152.971984863	155.754333496	153.590560913	147.027008057	979.904541016
Feb 22 2023 18:03:59	21925.765625	1064.16320801	1056.58984375	646.868103027	650.145874023	423.995300293	376.163970947	261.298980713	231.435882568	181.595169067	185.313949585	159.276824951	144.324508667	130.791381836	127.410041809	124.790634155	126.466667175	128.049301147	122.435295105	121.469192505	110.155082703	105.359779358	97.3110656738	96.5981521606	92.0831985474	88.9684295654	80.5149765015	78.6686706543	76.7217636108	81.126121521	84.9530029297	93.6572723389	99.4167556763	109.747070313	112.156333923	110.817115784	106.528884888	979.932495117
Feb 22 2023 18:04:00	25146.4667969	776.671508789	737.646362305	503.224945068	492.281463623	312.996795654	272.519683838	197.421646118	169.950958252	130.640655518	127.787620544	108.744285583	94.7730407715	86.5313339233	81.5889129639	80.5888137817	80.0840148926	81.4696807861	76.7662277222	76.9405059814	67.645904541	64.2983551025	55.9713172913	55.0818099976	50.0440483093	49.5272407532	42.7450332642	42.3398132324	39.4009208679	41.3489379883	41.5588951111	45.7380714417	46.9807052612	52.1534538269	51.3762245178	50.1937408447	46.2881393433	979.952636719
Feb 22 2023 18:04:01	24242.6269531	930.651855469	964.531799316	596.535400391	607.330627441	375.970611572	336.271606445	233.532562256	205.127365112	155.990646362	156.674926758	131.385314941	115.321014404	101.597503662	95.2103805542	91.624786377	89.8814086914	89.1315765381	85.5065689087	84.1003265381	75.6340255737	71.0346298218	63.1973152161	62.2689781189	58.2510566711	57.4810371399	51.1143760681	50.6844673157	48.3603820801	51.2357063293	52.5991210938	57.9202651978	60.694683075	66.750328064	67.823059082	66.7202224731	64.2976913452	979.977600098
Feb 22 2023 18:04:02	23318.421875	1013.75793457	1059.26818848	653.764343262	663.03717041	398.023681641	358.496124268	243.106628418	214.140487671	163.04246521	164.781280518	140.776489258	124.008056641	110.977912903	105.600296021	102.777107239	102.463104248	101.940162659	98.1855621338	95.7928695679	85.696647644	79.2466812134	70.6010894775	68.8626327515	64.9829788208	63.9768218994	58.0225830078	57.6583061218	56.1440353394	59.6407928467	62.1526107788	68.5716705322	72.8469696045	80.3123550415	82.3804931641	81.3445587158	78.8324203491	980.004699707
Feb 22 2023 18:04:03	23005.5195313	1105.25500488	1033.18188477	648.395385742	640.782775879	405.486724854	354.904327393	244.997772217	214.740829468	172.11605835	174.310806274	151.516326904	132.917724609	119.367637634	113.202972412	108.951148987	108.23184967	105.041183472	100.526893616	96.6576461792	85.470413208	78.6732940674	70.1789627075	69.24269104	65.825050354	64.9285049438	59.396232605	59.6998748779	58.9365539551	63.5627937317	66.820274353	74.4170837402	79.2933273315	88.2771148682	90.6691665649	90.4604034424	88.0047988892	980.005004883
Feb 22 2023 18:04:04	18801.5507813	952.191040039	929.937988281	563.126037598	573.682983398	358.116943359	327.112091064	231.632949829	212.27281189	175.801727295	183.918334961	166.9246521	159.2084198	152.234359741	154.242645264	155.731994629	160.984710693	161.230941772	155.763977051	151.543487549	136.186752319	127.22467041	117.398117065	117.031082153	114.072746277	111.845321655	105.655632019	106.515296936	108.063804626	116.41583252	124.571235657	138.930587769	148.211990356	164.356567383	166.598571777	165.375366211	158.287414551	980.020446777
Feb 22 2023 18:04:05	18331.4003906	1294.08569336	1282.04272461	684.685058594	688.395202637	416.094512939	365.097137451	258.953308105	232.816131592	193.999771118	199.629257202	183.226882935	173.934432983	168.905410767	171.520568848	173.617111206	179.000930786	177.770431519	171.074478149	166.051422119	148.092102051	136.836639404	124.723632813	123.216575623	118.694740295	114.833709717	107.14540863	106.841835022	107.513290405	115.664680481	123.10332489	137.092025757	145.624099731	161.024795532	163.622711182	162.210952759	156.216171265	980.058959961
Feb 22 2023 18:04:06	20927.1171875	1642.59301758	1841.86401367	783.308227539	826.769042969	460.415100098	420.384002686	272.806640625	245.71723938	193.982498169	194.765151978	166.794433594	148.726226807	133.311859131	125.766662598	119.366493225	117.364753723	111.216308594	106.177177429	103.834358215	93.4978408813	89.1196899414	82.264213562	82.9529647827	79.3206481934	78.6997146606	73.4937744141	75.1025695801	75.6055679321	82.3364486694	87.4892425537	97.9174118042	105.099189758	117.107872009	120.967895508	120.895011902	118.173858643	980.088317871
Feb 22 2023 18:04:07	20699.7207031	1208.02514648	1228.2890625	687.26385498	722.515808105	413.282897949	384.553833008	264.495910645	240.120178223	192.009658813	197.229934692	175.149185181	160.501434326	149.524032593	145.756912231	144.183135986	145.09979248	141.43788147	135.914855957	127.764137268	112.223175049	101.6146698	91.5621490479	90.8139953613	87.6770553589	86.3004455566	80.8847961426	82.1393890381	82.9237670898	89.9511260986	95.6789550781	106.796981812	113.64730835	125.703979492	127.864143372	126.250930786	120.819099426	980.092895508
Feb 22 2023 18:04:08	21742.4804688	1070.73278809	1025.27746582	631.08203125	629.973327637	398.559997559	352.335449219	247.640319824	219.092834473	177.886444092	180.700927734	157.986450195	144.764709473	132.810012817	128.775466919	125.973274231	126.556739807	124.581245422	119.47064209	116.505149841	104.056991577	98.7924346924	90.4837875366	90.4014511108	85.92628479	83.2444915771	76.23487854	75.8123626709	74.8863677979	80.0908050537	83.7754821777	92.9707565308	98.1862106323	109.677474976	111.115333557	111.655395508	107.79611969	980.119995117
Feb 22 2023 18:04:09	20579.7460938	1200.36523438	1152.26318359	718.580627441	705.487426758	427.432159424	371.491546631	258.809814453	227.94468689	187.10774231	189.056488037	169.13861084	157.731948853	146.905380249	143.954345703	141.346481323	142.931442261	139.61277771	131.883804321	128.914596558	113.443161011	106.708076477	97.3325195313	97.4712982178	93.6022415161	91.6157150269	85.3031158447	85.9934539795	86.3348617554	93.3305282593	98.6645126343	110.267677307	117.267936707	130.171432495	132.531616211	131.707794189	126.869918823	980.154663086
Feb 22 2023 18:04:10	18395.8554688	1514.36816406	1593.8269043	842.250976563	863.695678711	487.47845459	441.033569336	288.979095459	259.528656006	205.001022339	207.97694397	182.992156982	169.918807983	158.837295532	157.473007202	156.334228516	158.797851563	154.772323608	148.106689453	140.594314575	122.7551651	110.663261414	99.4069824219	98.8257598877	97.1505203247	97.0904998779	93.5287017822	96.9048614502	100.356414795	110.199813843	119.132301331	133.477813721	143.22013855	157.925872803	161.416503906	159.257766724	153.304153442	980.181396484
Feb 22 2023 18:04:11	21158.359375	777.423583984	857.171081543	508.697540283	540.656188965	335.94543457	311.47277832	221.498336792	203.783126831	167.465423584	175.890396118	156.129608154	150.061279297	142.840087891	143.555587769	143.763717651	147.056335449	147.127868652	142.904159546	138.366882324	124.104621887	115.005325317	104.868461609	103.444778442	99.1952896118	95.142364502	86.5515213013	84.3510818481	82.4778213501	87.1647949219	91.5262451172	100.953346252	107.459709167	118.823677063	121.542007446	120.460105896	116.328056335	980.188842773
Feb 22 2023 18:04:12	21883.9980469	727.380371094	757.578796387	492.448120117	498.564575195	321.653686523	291.337310791	213.507019043	191.512878418	155.322738647	159.870834351	140.663131714	133.494430542	126.486175537	125.916725159	126.706253052	129.259155273	129.616027832	125.103057861	120.595367432	106.799064636	98.1652984619	87.6028442383	86.0539779663	82.3878555298	80.066734314	73.2867431641	72.3554534912	71.0578155518	75.929397583	79.7919998169	88.3116836548	94.3748931885	104.799415588	107.875160217	107.695251465	105.303886414	980.200927734
Feb 22 2023 18:04:13	22096.4785156	1116.41333008	1195.70031738	676.17376709	706.359436035	422.481506348	385.597747803	252.876922607	230.588699341	182.882980347	191.659561157	162.462936401	148.613372803	132.513809204	127.974090576	122.267959595	121.067581177	118.794960022	111.673347473	109.086219788	94.8596420288	87.2643432617	75.9063415527	74.3756103516	70.3251266479	70.2085418701	64.5633926392	65.5303497314	64.9115371704	70.3942337036	74.2531509399	82.9159164429	88.6470947266	99.2861785889	102.23915863	102.587333679	100.388069153	980.225769043
Feb 22 2023 18:04:14	21558.9648438	1086.9699707	1158.10961914	681.530700684	711.682250977	419.261322021	388.813964844	260.542999268	236.314758301	186.186065674	194.337905884	170.033843994	159.395233154	148.745452881	147.768829346	147.68347168	150.961593628	150.204315186	145.570510864	139.370697021	123.239753723	111.053321838	97.833190918	94.7507171631	90.2237625122	87.375617981	79.0247802734	77.5791168213	75.6315917969	80.5267562866	84.0157470703	92.7664871216	97.9802322388	108.083641052	109.215866089	107.821174622	103.221488953	980.26159668
Feb 22 2023 18:04:15	22277.2832031	871.632019043	896.880737305	570.227478027	580.485351563	367.565673828	329.752502441	229.5703125	205.988388062	164.07232666	171.259216309	146.000366211	134.59437561	121.149795532	117.561454773	113.333023071	112.557243347	110.891929626	105.092811584	103.033798218	91.2533721924	85.6822280884	77.2156295776	77.2805633545	73.732208252	73.1807937622	67.7276000977	68.6874389648	68.1664047241	73.9135284424	77.9543991089	87.1094512939	92.4614715576	103.385482788	104.318336487	103.673286438	99.6512680054	980.258666992
Feb 22 2023 18:04:16	20248.6601563	1100.06323242	1272.68920898	711.715637207	760.849243164	448.218902588	420.096832275	277.227813721	256.857849121	200.30519104	209.428436279	180.558792114	168.281402588	153.323745728	150.171005249	147.620040894	148.706481934	145.809432983	145.909423828	142.561935425	132.583465576	125.635726929	117.400733948	116.405860901	112.28037262	108.979629517	100.207565308	98.3573379517	95.9531555176	101.501815796	105.716293335	116.478431702	122.742446899	134.704620361	137.326370239	135.095504761	129.990356445	980.290283203
Feb 22 2023 18:04:17	23573.0625	733.711547852	845.311401367	545.502685547	592.912231445	361.766479492	336.271453857	228.788299561	211.820785522	170.547454834	181.424285889	157.555908203	143.447998047	128.597091675	123.272491455	118.550201416	117.107292175	113.716423035	109.183570862	105.196304321	93.2881851196	86.0848770142	76.4576416016	74.4123153687	69.13646698	66.95262146	59.3817672729	58.7227249146	56.2845611572	59.7815093994	61.4634895325	67.8609237671	71.4881439209	79.1535415649	81.0978393555	80.5494918823	78.2973403931	980.30267334
