Date-Time	Sc[0]	Sc[1]	Sc[2]	Sc[3]	Sc[4]	Sc[5]	Sc[6]	Sc[7]	Sc[8]	Sc[9]	Sc[10]	Sc[11]	Sc[12]	Sc[13]	Sc[14]	Sc[15]	Sc[16]	Sc[17]	Sc[18]	Sc[19]	Sc[20]	Sc[21]	Sc[22]	Sc[23]	Sc[24]	Sc[25]	Sc[26]	Sc[27]	Sc[28]	Sc[29]	Sc[30]	Sc[31]	Sc[32]	Sc[33]	Sc[34]	Sc[35]	Sc[36]	Sc[M]
Feb 22 2023 18:03:26	24699.5761719	363.632598877	298.180999756	216.521438599	166.81791687	125.383422852	99.5571289063	78.0911102295	67.94115448	60.6677970886	59.7182540894	56.2848968506	55.951259613	55.0378494263	57.3632888794	59.3345375061	63.5678443909	67.2806015015	69.8419265747	71.341796875	70.7444229126	70.2037887573	68.6148376465	67.3399581909	64.4914245605	59.2170600891	52.2772712708	46.8374137878	43.4701881409	43.347869873	44.1088371277	47.2213096619	49.280872345	54.1980895996	55.256603241	55.5585784912	53.8688430786	0
Feb 22 2023 18:03:27	24157.7265625	887.356506348	641.171325684	425.905975342	297.674041748	209.335174561	156.352813721	114.654472351	86.9407043457	65.2746963501	51.2990341187	43.1955337524	42.0746612549	42.616733551	44.606590271	47.162197113	50.1521759033	51.3313102722	54.1609115601	53.7843818665	53.0294113159	51.3584671021	49.9392776489	49.4748649597	49.3137054443	47.7323760986	45.311214447	43.7863082886	43.4194717407	45.7237663269	48.5520744324	54.0274810791	57.4302215576	65.132850647	65.9047622681	67.2205886841	65.2220535278	0
Feb 22 2023 18:03:28	27889.4765625	70.4524536133	45.065574646	22.9063644409	11.4513549805	8.32876014709	5.62269830704	4.28105926514	3.1038351059	2.41050195694	1.08473372459	0.817011475563	0.698278844357	1.44797074795	1.81646358967	2.3322353363	2.62839961052	2.8703057766	3.13522148132	3.36616444588	3.45085477829	3.59413075447	3.5770919323	3.68759822845	3.66638016701	3.50050234795	3.35744380951	3.11422634125	3.07450819016	3.12252831459	3.32324981689	3.67717313766	3.91529607773	4.63212537766	4.53364658356	4.84700775146	4.6511182785	0
Feb 22 2023 18:03:29	24850.6113281	631.594726563	435.404663086	266.134674072	174.022125244	129.346694946	106.312553406	85.8229217529	68.0200424194	49.6623039246	35.7483901978	26.955072403	24.7522754669	24.2801895142	24.911272049	26.3846664429	28.6991252899	29.2163639069	31.8858642578	31.2425708771	31.1366043091	30.4904766083	30.3529376984	30.7405529022	31.5301380157	31.1771335602	31.0331802368	31.0799388885	32.3724937439	35.0668258667	38.3753623962	43.3034896851	46.7897644043	53.3964614868	54.4389419556	55.6432495117	54.1160049438	0
Feb 22 2023 18:03:30	23676.7207031	860.804321289	660.930847168	456.917907715	331.193878174	239.712997437	185.070541382	135.789779663	109.234519958	88.6162414551	80.0292205811	69.5536804199	65.014831543	60.1821403503	58.9119224548	57.7271995544	58.6601333618	57.5592422485	59.0295410156	56.2843017578	53.1961212158	49.7930450439	47.3970298767	46.7948379517	46.7318496704	45.2067527771	43.5411262512	42.7342605591	43.5661811829	46.7145423889	50.7133979797	56.5711860657	61.2187004089	68.9692077637	71.6192626953	73.0192337036	71.7068710327	0
Feb 22 2023 18:03:31	21829.7988281	956.372924805	759.333312988	532.477783203	390.064910889	282.058380127	217.919555664	159.878921509	127.855949402	107.059402466	96.8675918579	85.3930130005	82.1734695435	79.8320388794	81.0370407104	81.4035644531	83.1190948486	81.7611083984	83.879119873	80.6147918701	76.8619003296	71.5589904785	67.9362411499	66.3436889648	65.8466339111	63.8043479919	60.9946708679	59.9900894165	61.0319900513	65.1859588623	70.403793335	77.9471588135	83.8470687866	92.617980957	95.7331161499	95.7855911255	93.1516571045	0
Feb 22 2023 18:03:32	21730.6386719	1113.65454102	844.956848145	599.686462402	441.973175049	310.687530518	227.781677246	164.684661865	129.014953613	106.000991821	95.9642333984	85.039024353	80.0900344849	76.7206573486	76.9801635742	77.4005889893	80.1130142212	80.3380661011	80.7685546875	79.6920776367	75.2637023926	71.4661178589	68.0626068115	67.3946304321	67.2330322266	65.4134292603	63.0588607788	62.3844299316	63.9795646667	68.9032592773	74.6662826538	83.6143341064	90.2955093384	101.668258667	104.464950562	105.734741211	102.712997437	0
Feb 22 2023 18:03:33	20666.328125	1041.91247559	765.719421387	513.871520996	362.047729492	261.187469482	199.640945435	154.012130737	129.334396362	112.761047363	106.787315369	102.591461182	104.945365906	107.222930908	113.765419006	118.929840088	126.458854675	128.478347778	127.304153442	123.430809021	113.725090027	104.523269653	96.6752471924	93.242225647	91.1117477417	85.8209915161	79.7048187256	75.9785079956	75.534286499	79.1592178345	84.1379013062	92.4361724854	98.5359573364	109.75100708	113.445823669	115.393547058	113.373153687	0
Feb 22 2023 18:03:34	21129.7324219	1042.62475586	796.063903809	560.506591797	410.076049805	288.212677002	215.90335083	165.158676147	134.258071899	112.614196777	104.665412903	98.3311462402	98.9865875244	100.26815033	105.414382935	110.257484436	117.107589722	119.885490417	120.661148071	117.639755249	110.389907837	102.742019653	97.0502853394	94.230506897	92.8112716675	87.521774292	81.4547729492	77.0253601074	76.4231338501	79.4283599854	84.7606430054	92.3648529053	99.197479248	108.5051651	113.125289917	112.719696045	110.025787354	0
Feb 22 2023 18:03:35	21789.8730469	1113.94238281	852.170166016	595.854370117	431.692443848	307.074279785	230.345306396	172.337387085	137.606292725	113.057495117	103.0182724	93.9674301147	90.2561416626	87.9317474365	90.2224273682	92.8038406372	97.9573669434	99.4990615845	103.366477966	102.185409546	99.45652771	94.4246368408	90.2521057129	87.3136978149	85.837852478	81.1068572998	75.2552337646	70.5752105713	69.2555618286	71.7196731567	76.0117874146	82.8958206177	88.5117492676	97.3259963989	100.323539734	100.236724854	97.5232696533	0
