sizebin,volumepc,timestamp,mCS,dv50_bin,vmd,fpf,rf,efpf,sGrade
0.10000020,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
0.11659167,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
0.13593590,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
0.15848963,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
0.18478534,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
0.21544389,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
0.25118914,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
0.29286504,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
0.34145555,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
0.39810795,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
0.46415979,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
0.54117060,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
0.63095856,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
0.73564368,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
0.85769761,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
1.00000191,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
1.16591668,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
1.35935903,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
1.58489633,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
1.84785342,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
2.15443897,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
2.51189137,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
2.92865038,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
3.41455555,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
3.98107958,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
4.64159775,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
5.41170597,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
6.30958605,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
7.35643721,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
8.57697582,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
10.00002003,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
11.65916729,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
13.59359074,0,2023-03-10T19:36:47Z,17.5641846127,0,0,0,0,0,F
