Date-Time	Dx(10)	Dx(50)	Dx(90)	Cv(%)	D[4][3]	D[3][2]	Transmission	0.10000020	0.11659167	0.13593590	0.15848963	0.18478534	0.21544389	0.25118914	0.29286504	0.34145555	0.39810795	0.46415979	0.54117060	0.63095856	0.73564368	0.85769761	1.00000191	1.16591668	1.35935903	1.58489633	1.84785342	2.15443897	2.51189137	2.92865038	3.41455555	3.98107958	4.64159775	5.41170597	6.30958605	7.35643721	8.57697582	10.00002003	11.65916729	13.59359074	15.84896278	18.47853470	21.54438972	25.11891365	29.28650284	34.14555740	39.81079483	46.41598129	54.11705780	63.09585953	73.56436920	85.76976013	100.00019836	116.59166718	135.93591309	158.48962402	184.78533936	215.44389343	251.18913269	292.86502075	341.45556641	398.10794067	464.15979004	541.17059326	630.95855713	735.64367676	857.69757080	1000.00195313
Feb 22 2023 18:03:26	1.62796545029	88.6060333252	96.3431167603	0.000204582189326	56.9193878174	7.2359662056	87.7006759644	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0704342052341	1.10564720631	3.36902737617	4.68206310272	3.89765501022	2.22090601921	0.952332377434	0.33900052309	0.115980274975	0.0494803376496	0.0375058315694	0.0598312541842	0.1632797122	0.534181594849	1.59753537178	3.74320220947	6.29447793961	6.97133827209	4.47214984894	1.28763985634	0.0812364593148	4.03547119276e-06	0	0	0	0	0	0	0	0	57.9550933838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Feb 22 2023 18:03:27	6.39022779465	90.53099823	97.0265045166	0.000343537976732	68.341293335	10.4832773209	85.7767333984	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.98730373383	0	0	0	0	0	0	0	0	0	12.8515834808	5.89883995056	0.0696952193975	0.000288704031846	5.17918579135e-07	3.96786159484e-10	1.11063190437e-13	6.39179581958e-18	0	0	0	0	0	0	0	0	0	72.1922912598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Feb 22 2023 18:03:28	-1.00000001505e+30	-1.00000001505e+30	-1.00000001505e+30	-1.00000002538e+26	-1.00000001505e+30	-1.00000001505e+30	99.0270385742	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Feb 22 2023 18:03:29	1.58334887028	90.5757827759	97.0431518555	0.000259745342191	68.7577514648	9.96757507324	88.2369537354	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4466915131	0	0	0	0	0	0	0	0	0	0	16.9280223846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.6252822876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Feb 22 2023 18:03:30	7.45634794235	90.7151794434	97.0949325562	0.00041441488429	70.076751709	11.2633390427	84.0688323975	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75143146515	0	0	0	0	0	0	0	0	0	0	14.4515190125	2.55798959732	0.22118294239	0.0119525454938	0.000409216823755	8.17963518784e-06	6.95293849162e-08	0	0	0	0	0	0	0	0	0	74.0055084229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Feb 22 2023 18:03:31	7.34434175491	90.4530181885	96.9975128174	0.000557609077077	67.9692306519	10.438747406	77.5109710693	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.74733161926	0	0	0	0	0	0	0	0	0	0.254055678844	9.48968791962	6.61901760101	2.07185029984	0.337784349918	0.0289864838123	0.00122744543478	2.02117953449e-05	0	0	0	0	0	0	0	0	0	71.4500350952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Feb 22 2023 18:03:32	7.35042142868	90.543586731	97.0311889648	0.000570372852962	68.6047592163	10.4653158188	77.1588821411	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.66497325897	1.37855731604e-12	0	0	0	0	0	0	0	0	0	14.0672397614	3.46636962891	0.44900226593	0.0368806757033	0.00193857506383	6.05659224675e-05	8.54043435083e-07	0	0	0	0	0	0	0	0	0	72.3135375977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Feb 22 2023 18:03:33	1.34063708782	89.6650924683	96.7035980225	0.000516415515449	62.7947158813	8.62145519257	73.3798370361	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93364150646e-13	10.7300643921	0	0	0	0	0	0	0	0	0	0.308886140585	1.75972080231	3.49604940414	4.73558998108	4.97697067261	4.21726131439	2.8833065033	1.5389008522	0.574724137783	0.0820059627295	0	0	0	0	0	0	0	0	64.6965179443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Feb 22 2023 18:03:34	1.35193538666	89.8740158081	96.7817001343	0.00049003661843	63.9577026367	8.76336860657	75.0252456665	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5745395319e-13	10.3832912445	0	0	0	0	0	0	0	0	0	0.580849707127	2.59622216225	4.44061088562	5.15194988251	4.56641578674	3.1994535923	1.7658110857	0.736579060555	0.201848194003	0.0117469681427	0	0	0	0	0	0	0	0	66.3652191162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Feb 22 2023 18:03:35	6.57151985168	90.2399291992	96.9181900024	0.000575366371777	66.3245544434	10.5019760132	77.3692092896	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08337593079	0	0	0	0	0	0	0	0	0	5.29281806946	7.36440849304	5.34486293793	2.47680401802	0.765901207924	0.156385108829	0.0197800844908	0.00124353182036	0	0	0	0	0	0	0	0	0	69.4944229126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Feb 22 2023 18:03:36	8.01319026947	90.538734436	97.0293807983	0.000747904879972	68.9918289185	12.2063550949	75.1273117065	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.81458091736	2.39222839671e-13	0	0	0	0	0	0	0	0	0	4.98928928375	7.61826562881	4.85095310211	1.89556586742	0.480991661549	0.076900921762	0.00662684021518	5.93815275352e-05	0	0	0	0	0	0	0	0	72.2667694092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Feb 22 2023 18:03:37	7.75102090836	90.180267334	96.8959579468	0.000704710662831	66.3167190552	10.8671321869	73.4669113159	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.30440235138	4.87684155212e-12	0	0	0	0	0	0	0	0	0	3.29061603546	6.46772813797	6.21949863434	3.78089141846	1.51911020279	0.393060207367	0.0575838796794	0.00196969229728	0	0	0	0	0	0	0	0	68.965133667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Feb 22 2023 18:03:38	7.0439991951	89.7528533936	96.7364196777	0.000566222646739	63.4100723267	10.3011713028	77.0985565186	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.6576166153	0	0	0	0	0	0	0	0	0	0.825424790382	4.02903175354	6.06349849701	6.01556396484	4.3896780014	2.40124583244	0.957660675049	0.249615103006	0.0230630207807	0	0	0	0	0	0	0	0	65.3876037598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
