experiment,vmd_mean,vmd_sd,vmd_median,fpf_mean,fpf_sd,fpf_median,rf_mean,rf_sd,rf_median,efpf_mean,efpf_sd,efpf_median,vmd_A_median,vmd_B_median,vmd_C_median,vmd_D_median,vmd_F_median,fpf_A_median,fpf_B_median,fpf_C_median,fpf_D_median,fpf_F_median,rf_A_median,rf_B_median,rf_C_median,rf_D_median,rf_F_median,efpf_A_median,efpf_B_median,efpf_C_median,efpf_D_median,efpf_F_median
WaterTrial2,384.4689272664228,147.03836776673865,398.10794067,0.08195709990804237,0.01206640774985334,0.08157694660127801,0.14831539331198115,0.026916423796928865,0.146258768811946,0.06031579059863938,0.010058324563979636,0.059089250154790995,NA,464.15979004,398.10794067,NA,NA,NA,0.08458781279623899,0.08052977161015401,NA,NA,NA,0.14355038512489102,0.14973704021422998,NA,NA,NA,0.061129346378161004,0.058449566233903,NA,NA
