sizebin,volumepc,timestamp,mCS,dv50_bin,vmd,fpf,rf,efpf,sGrade
0.10000020,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
0.11659167,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
0.13593590,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
0.15848963,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
0.18478534,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
0.21544389,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
0.25118914,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
0.29286504,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
0.34145555,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
0.39810795,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
0.46415979,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
0.54117060,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
0.63095856,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
0.73564368,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
0.85769761,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
1.00000191,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
1.16591668,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
1.35935903,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
1.58489633,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
1.84785342,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
2.15443897,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
2.51189137,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
2.92865038,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
3.41455555,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
3.98107958,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
4.64159775,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
5.41170597,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
6.30958605,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
7.35643721,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
8.57697582,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
10.00002003,0,2023-03-10T20:36:33Z,30.895951151844443,0,0,0,0,0,D
