experiment,vmd_mean,vmd_sd,vmd_median,fpf_mean,fpf_sd,fpf_median,rf_mean,rf_sd,rf_median,efpf_mean,efpf_sd,efpf_median,vmd_A_median,vmd_B_median,vmd_C_median,vmd_D_median,vmd_F_median,fpf_A_median,fpf_B_median,fpf_C_median,fpf_D_median,fpf_F_median,rf_A_median,rf_B_median,rf_C_median,rf_D_median,rf_F_median,efpf_A_median,efpf_B_median,efpf_C_median,efpf_D_median,efpf_F_median
Ethanol5pcTrial1,46.60619733742574,100.5397800781951,18.4785347,0.07299945323878117,0.01741529234520186,0.07032293707940801,0.2127887513683177,0.036879629979638416,0.210952982567234,0.046773825448109624,0.011645119033395417,0.0458689785329691,25.11891365,18.4785347,21.54438972,NA,NA,0.081855346672221,0.0714503947971161,0.06276471462761353,NA,NA,0.2000748465210673,0.215021894425046,0.20368533354094825,NA,NA,0.0538287334423603,0.046901720586804564,0.038918317255362496,NA,NA
